subject_id	predicate_id	object_id	mapping_justification
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
quantitykind:Distance	skos:exactMatch	eclass:IRDI_0173_1_Z4_BAJ199_003	semapv:ManualMappingCuration
quantitykind:Illuminance	skos:exactMatch	eclass:IRDI_0173_1_Z4_BAJ201_001	semapv:ManualMappingCuration
